Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
"Yeah! No, that's right. And I thought it was a really good idea.",Phoebe,Joyful,9,15
"I know, I remember that!",Rachel,Joyful,9,16
I remember you did.,Monica,Powerful,9,17
God!! What am I gonna do?!,Chandler,Powerful,9,18
"Well, Chandler, you're gonna have to tell him.",Rachel,Powerful,9,19
Why?! Why do I have to tell him?!,Chandler,Powerful,9,20
Because you do.,Rachel,Peaceful,9,21
"Yeah, I know.",Chandler,Neutral,9,22
"Hey, would it be okay if I wrote a song about this.",Ross,Joyful,9,23
"Oh my God, he's lost it. He's totally lost it.",Phoebe,Scared,11,1
What?,Monica,Neutral,11,2
"Phoebe, his music could not get any worse. There are rats in the basement that are hanging themselves.",Rachel,Mad,11,3
"Thank you, thanks. Yeah, I lost it. Y'know, I'm not gonna play anymore, would you, can you finish my set?",Ross,Scared,11,5
"After that? Yeah! No, I mean if I can help.",Phoebe,Neutral,11,6
"Yeah, like I could lose it.",Ross,Neutral,11,8
What?,Rachel,Neutral,11,9
I played bad on purpose guys.,Ross,Joyful,11,10
"Okay, so you were trying to play bad this whole time.",Monica,Neutral,11,12
"Yeah-no, just that last song.",Ross,Neutral,11,13
Hello.,Joey,Neutral,1,1
"Hey, it's me. I know you can't stand to be in the same room as me, so I just thought I'd try and apologize over the phone. All I...",Chandler,Scared,1,2
Hello.,Joey,Neutral,1,5
"Look I never should have kissed your girlfriend, but I'm...",Chandler,Mad,1,6
Stop callin'!!,Joey,Mad,1,9
"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.",Voice,Neutral,1,10
All right!,Joey,Neutral,1,11
"What is the name of your roommate who is very, very sorry and would do anything...",Voice,Mad,1,12
Hey!,Ross,Neutral,3,1
Hey!,Joey,Neutral,3,2
What are you doing?,Ross,Neutral,3,3
I'm sending back all this stuff that Chandler bought out of guilt.,Joey,Scared,3,4
Everything? Even the TV?,Ross,Peaceful,3,5
No! I'm putting that in my room.,Joey,Joyful,3,6
"Listen, Joey, I know what he did was wrong but don't you think you could at least hear the guy out?",Ross,Neutral,3,7
"Back when you and Rachel were together, if Chandler had kissed her, would you hear him out?",Joey,Neutral,3,8
"That's a good point. So uh, how long are you gonna punish him?",Ross,Neutral,3,9
Five years.,Joey,Neutral,3,10
You've sentenced him?!,Ross,Scared,3,11
Hey! Don't do the crime if you can't do the time.,Joey,Joyful,3,12
"Joey, the guy's your best friend.",Ross,Powerful,3,13
"No, was my best friend. Anyway, I don't know why you're pushing for him so hard. With him out of the way as my best friend, there's a spot open.",Joey,Joyful,3,14
"Oh, who? Me?",Ross,Joyful,3,15
Yeah!,Joey,Joyful,3,16
Wow! I'm honored! And y'know what I'm gonna do as my first act as your best friend?,Ross,Powerful,3,17
What?,Joey,Joyful,3,18
I'm gonna get you to talk to Chandler.,Ross,Joyful,3,19
All right. But if you weren't my best friend.,Joey,Sad,3,20
"Oh my God, is it really that bad?",Kathy,Powerful,4,1
"I walk into a room and he won't even talk to me, he just mumbles something in Italian. And I know he only knows the bad words.",Chandler,Sad,4,2
"Hey Gunther, have you uh, have you seen Chandler?",Joey,Neutral,4,3
"I thought you were Chandler. But umm, one of who is over there.",Gunther,Neutral,4,4
Oh.,Kathy,Neutral,4,6
Hey Joe.,Chandler,Neutral,4,7
"I'll be right with you. Okay? Thanks, Wendy.",Doctor,Powerful,5,1
Oh my God! How cute is the on-call doctor?,Monica,Joyful,5,2
"Ooh, so cute, that I'm thinking about jamming this pen in my eye.",Rachel,Powerful,5,3
Dr. Burke will see you know.,Nurse,Peaceful,5,5
"Oh no-no-no, not Dr. Burke. Dr. Burke is out of town. The-the on-call doctor will see me now.",Monica,Neutral,5,6
"Dr. Richard Burke is out of town. Dr. Timothy Burke, his son, will see you now.",Nurse,Powerful,5,7
Ready?,Timothy,Powerful,5,8
Hey! I'm sorry! That- where are you going?,Chandler,Scared,6,1
My folks.,Joey,Powerful,6,2
"Oh, uh, when-when are you coming back?",Chandler,Scared,6,3
I don't know. I might stay there for a few days while I look for an apartment.,Joey,Powerful,6,4
What?!,Chandler,Scared,6,5
"Yeah, y'know at first I thought we could talk about this y'know, work it out, but uh, seeing you two together I don't think I...",Joey,Sad,6,6
"Hey, look, what do you want me to say? Do you want me to say that I'll stop seeing her?",Chandler,Scared,6,7
"Look, it's not about her. Okay? But seeing you two together just reminds me of what you did. And I don't want to live with some one who doesn't know what it is to be a friend. So, I'll see ya.",Joey,Powerful,6,8
"Hey, look, I know what it is to be a friend, I just-I just screwed up!",Chandler,Sad,6,9
Yeah! You did! And that's why I'm leaving.,Joey,Mad,6,10
"All right look, if you're not gonna stay for me, then at least stay for them! Okay, they have had a very difficult year! What with the robbery and all!",Chandler,Sad,6,12
"When that guy was robbing us, and I was locked in the entertainment unit for like six hours, you know what I was doing in there all that time? I was thinking about how I let you down!",Joey,Mad,6,13
What?,Chandler,Mad,6,14
"Yeah! But if would've know what kind of friend you were gonna turn out to be, I wouldn't have worried about it so much! See you around!",Joey,Mad,6,15
"All right, wait! Come on! Just wait one second! There has to be something that I can do! Something! If we still had that entertainment unit I would get in it for six hours and think about how I let you down. What?",Chandler,Sad,6,16
We've got a box.,Joey,Peaceful,6,17
"Last time I saw you, it was the morning I left for college. And you were just standing outside The Dairy Queen.",Timothy,Neutral,7,1
I was probably waiting for it to open.,Monica,Neutral,7,2
"I gotta tell you, you look great now.",Timothy,Joyful,7,3
You look great too.,Monica,Joyful,7,4
You're an excellent patient!,Timothy,Joyful,7,5
So how does it look?,Monica,Neutral,7,6
"Well, you've got a little scratch on your cornea, your gonna have to wear a patch for a couple of days.",Timothy,Neutral,7,7
Like a pirate?!,Monica,Scared,7,8
If that helps you.,Timothy,Neutral,7,9
"Umm, so how long have you been working with your dad? Come on, one of us had to mention him.",Monica,Neutral,7,10
I moved back here a couple of months ago.,Timothy,Neutral,7,11
Oh. Big family dinner tonight?,Monica,Neutral,7,12
Uh.,Timothy,Neutral,7,13
No way!,Monica,Scared,7,14
I was gonna have Thanksgiving at my girlfriend's.,Timothy,Neutral,7,15
Oh.,Monica,Sad,7,16
But we broke up.,Timothy,Neutral,7,17
Oh.,Monica,Joyful,7,18
She-she wasn't ready for a serious commitment.,Timothy,Sad,7,19
"Oh. So you made her walk the plank? Aye, matie?",Monica,Joyful,7,20
You're not wearing the patch yet.,Timothy,Neutral,7,21
I know.,Monica,Neutral,7,22
"Oh, he sees her!",Rachel,Joyful,9,1
"Oh, he's catching up to her!",Monica,Joyful,9,2
"Oh, she sees him! Oh, they're hugging!",Phoebe,Joyful,9,3
He's taking her purse!,Ross,Scared,9,4
"Uhh, that's not them. I'm gonna go call the police.",Joey,Scared,9,5
"Oh, there they are!",Phoebe,Joyful,9,6
"All right, get a room.",Phoebe,Neutral,9,8
Okay!,Phoebe,Neutral,1,1
"Come on, no peeking!",Monica,Powerful,1,2
Our eyes are closed and we're about to cross the street. Very good.,Chandler,Powerful,1,3
"Okayyyyy, open up!",Phoebe,Powerful,1,4
What did you want to show us? Because all I can see is this bitchin' van!,Ross,Joyful,1,6
"Yeah, it's for our catering business!",Phoebe,Joyful,1,7
I think I know that girl.,Joey,Neutral,1,8
"All right, umm, we're not gonna really keep it this way though.",Monica,Neutral,1,9
No?,Rachel,Neutral,1,10
"No, we're gonna paint over the sword, and replace it with a baguette.",Phoebe,Joyful,1,11
Oh!,Rachel,Sad,1,12
"And also, we don't know what to do with this.",Phoebe,Joyful,1,13
"Oh yeah, I definitely know her.",Joey,Joyful,1,14
"Oh, uh, Joanna I was wondering if I could ask you something. There's an opening for an assistant buyer in Junior Miss...",Rachel,Powerful,3,1
"Okay, but that would actually be a big step down for me.",Joanna,Powerful,3,2
"Well, actually, I meant for me. The hiring committee is meeting people all day and...",Rachel,Powerful,3,3
"Oh. Well, I wish I could say no, but you can't stay my assistant forever. Neither can you Sophie, but for different reasons.",Joanna,Powerful,3,4
"God, I am so glad you don't have a problem with this, because if you did, I wouldn't even consider applying.",Rachel,Powerful,3,5
"Really? Well, in that case...",Joanna,Scared,3,6
And that's I'm so glad... there's no problem.,Rachel,Scared,3,7
"That's fine, actually I'm on the hiring committee, so there'll be at least one friendly face.",Joanna,Joyful,3,8
Ohh! That's great!,Rachel,Joyful,3,9
"You know, Junior Miss is where I started. Oh, I had to sleep with the ugliest guy to get that job.",Joanna,Powerful,3,10
Really?!,Rachel,Scared,3,11
"No-ho-ho! Yeah. I mean, no-no-no-no-no, don't you worry, I'm sure with your qualifications you won't need to sleep with some guy to get that job. Although, I might need some convincing.",Joanna,Sad,3,12
"Well, I, umm...",Rachel,Joyful,3,13
"Kidding! God, I feel wild today!",Joanna,Joyful,3,14
Oh man! I am so excited-I may vomit!,Chandler,Joyful,4,1
"Will you calm down, he's just a human guy.",Joey,Peaceful,4,2
"Look you don't understand, Gandolf is amazing. Y'know you're never know what's gonna end up happening, you go out for a couple of beers and end up on a fishing boat to Nova Scotia!",Chandler,Joyful,4,3
Really?!,Joey,Joyful,4,4
"Oh yeah, it's beautiful country up there.",Chandler,Joyful,4,5
"Hey! Okay! I got my passport, fresh socks, and a snake bite kit!",Ross,Joyful,4,6
It's not gonna be exactly like last time.,Chandler,Joyful,4,7
"All right, I'll see you guys.",Joey,Joyful,4,8
Whoa-whoa-whoa!,Chandler,Joyful,4,9
Whoa-wh-wh-whoa-whoa-whoa-whoa!,Chandler,Scared,4,10
"I have an audition, but I'll definitely hook up with you later. Where are you gonna be around noon?",Joey,Neutral,4,11
Somewhere maybe along the equator?,Ross,Joyful,4,12
Okay.,Joey,Peaceful,4,13
"Hello. It's Gandolf!!! So, are you in town? Oh, well, well maybe next time then.",Chandler,Sad,4,14
What happened?,Ross,Peaceful,4,15
"He's not gonna make it, he's stuck in Chicago.",Chandler,Sad,4,16
"Ohh, man! Chicago, is sooo lucky!",Ross,Joyful,4,17
"Stupid, useless Canadian money!",Chandler,Mad,4,18
"You have a very impressive resume, Ms. Green. I especially like what I see here about implementing a new filing system.",Mr.,Powerful,5,1
Thank you.,Rachel,Joyful,5,2
Filing system? Oh-oh! You mean those-those little colored labels you put on all the folders? It certainly did brighten up the inside of the filing cabinets.,Joanna,Joyful,5,3
"Well, they uh, they-they do more than that.",Rachel,Mad,5,4
I notice that you've been trusted with a lot of rather important responsibilities.,Mrs.,Powerful,5,5
"Yes, Joanna really has been an incredible mentor to me.",Rachel,Joyful,5,6
Oh. And Rachel has been really incredible in getting my morning bagel for me. It's amazing how she gets it right almost every time!,Joanna,Joyful,5,7
"I-I-I of course, I have more responsibilities than that.",Rachel,Mad,5,8
"Oh yes, well there's the coffee too. Rachel can carry two things at once!",Joanna,Scared,5,9
"Yes, that's very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.",Mr.,Powerful,5,10
"Yes, I realize that...",Rachel,Powerful,5,11
"And Rachel shouldn't have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.",Joanna,Neutral,5,12
I love working with designers!,Rachel,Joyful,5,13
"With them, under them, what's the difference? Eh, Rach?",Joanna,Scared,5,14
Hey! My first review is out!,Monica,Powerful,6,1
"Ohh! Oh, the Chelsea Reporter, ohh, this used to keep me so warm.",Phoebe,Powerful,6,2
"All right, look at my on the back page.",Monica,Neutral,6,3
"Oh, okay! ""Would I go back to Allesandro's? Sure, but I'd have to order two meals, one for me and one for the guy pointing the gun to my head."" Wow! You really laid into this place.",Phoebe,Neutral,6,4
"Hey, they don't pay me a penny a word to make friends.",Monica,Powerful,6,5
"Ooh, I gotta go. I found a guy that who could fix up the van for catering.",Phoebe,Powerful,6,6
Oh! Do you need me to go with you?,Monica,Joyful,6,7
"No-no, it's okay. But are we sure we don't want the waterbed?",Phoebe,Sad,6,8
Haven't we made this decision?,Monica,Joyful,6,9
"Yeah, all right.",Phoebe,Scared,6,10
Bye!,Monica,Neutral,6,11
Bye!,Phoebe,Neutral,6,12
Who is it?,Monica,Powerful,6,14
"It's Allesandro, from Allesandro's.",Allesandro,Neutral,6,15
Oh my God.,Monica,Neutral,6,16
I want to talk to you about your review.,Allesandro,Powerful,6,17
"Oh my God, oh my God. Call me on the phone!",Monica,Powerful,6,18
Why? So you could hang up on me?,Allesandro,Powerful,6,19
"Look, I-I'm never gonna let you up so you may as well just go away.",Monica,Peaceful,6,20
Just give me a chance too...,Allesandro,Powerful,6,21
"Hey, do you need to get in? Here you go.",Phoebe,Neutral,6,22
No! Phoebe!,Monica,Neutral,6,23
"Hey, Monica!",Phoebe,Neutral,6,24
I want a retraction! Our food is not inedible swill!,Allesandro,Mad,7,1
"I couldn't eat it! I had five friends who couldn't eat it, and one of them eats books.",Monica,Mad,7,2
Well our service is not grossly incompetent.,Allesandro,Mad,7,3
The waiter carried the breadsticks in his pants!,Monica,Mad,7,4
"Well, you said that we except the Discover Card, which we do not!",Allesandro,Mad,7,5
"All right, that I'll retract. But I stand by my review, I know food and that wasn't it. You're marinara sauce tasted like tomato juice! You should serve it with vodka and a piece of celery.",Monica,Powerful,7,6
"Hey! I'm proud of that sauce, it's delicious.",Allesandro,Powerful,7,7
Oh my God! You own an Italian restaurant and you think that tastes good?! Where are you even from?,Monica,Mad,7,8
Lebanon.,Allesandro,Scared,7,9
"Hand me those tomatoes, I'm gonna show you what it should taste like! Come on, hand me them.",Monica,Powerful,7,10
How long is this gonna take? 'Cause I got another critic to go yell at.,Allesandro,Mad,7,11
Hey! What are you guys doing here? I thought you'd be out partying with Gandel-worf.,Joey,Joyful,9,1
"It's Gandolf, and he's not coming.",Ross,Peaceful,9,2
So you've been sittin' around here all mornin'?,Joey,Neutral,9,3
No! I balanced my checkbook.,Ross,Peaceful,9,4
"Yeah, and I-I gave first names to all of the foosball players.",Chandler,Powerful,9,5
I can't believe he didn't come!,Ross,Scared,9,6
So what if he didn't come! We can still go out and party ourselves!,Joey,Joyful,9,7
"Oh-no, y'know with Gandolf we'd be out all night!",Chandler,Scared,9,8
"Yeah! We'd meet, we'd meet total strangers, and hang out with them!",Ross,Powerful,9,9
"Well, we could do that!",Joey,Powerful,9,10
There's other stuff too.,Ross,Peaceful,9,11
"We'll do it all, and better! Look, after tonight, Gandolf will want to party with us, dude! Come on!",Joey,Peaceful,9,12
Yeah!,Ross,Powerful,9,13
Yeah!,Joey,Powerful,9,14
Yeah!!,Ross,Powerful,9,15
Yeah!!,Joey,Joyful,9,16
It's not like we don't know how to party!!,Ross,Mad,9,17
Yeah! All right? Let's go!,Joey,Joyful,9,18
And may-maybe we could end up on a boat again?,Chandler,Joyful,9,19
Yeah!!!,Joey,Peaceful,9,20
All right!!,Chandler,Joyful,9,21
"Hey-hey-hey, when uh, when were we on a boat?",Ross,Neutral,9,22
"Remember that really cold morning, you woke up and those dogs were licking your face?",Chandler,Peaceful,9,23
Yeah.,Ross,Powerful,9,24
"Well, those were seals, man.",Chandler,Powerful,9,25
"All right, so we'll get a little coffee, and get energized, and we'll head back out.",Joey,Neutral,11,1
"Yeah, all right.",Chandler,Neutral,11,2
Okay.,Ross,Neutral,11,3
"So, we're having fun, right?",Joey,Neutral,11,4
Yeah.,Chandler,Neutral,11,5
"We don't need that wizard guy. We hit a couple of clubs, talked to some strangers, and uh, after this, we'll head down to the docks and see about that boat thing.",Joey,Scared,11,6
I'm kinda beat.,Ross,Neutral,11,7
"Actually, me too.",Chandler,Joyful,11,8
Are you serious?!,Joey,Powerful,11,9
Yeah.,Chandler,Neutral,11,10
Thank God! I'm exhausted!,Joey,Peaceful,11,11
So you guys want coffees?,Gunther,Scared,11,12
"Yeah, but uh, I don't want to be up too late, so uh, I'll have a decaf.",Joey,Peaceful,11,13
"Yeah, me too.",Ross,Peaceful,11,14
"Actually, can I get some hot water with a little lemon? I think I strained my voice screaming in there. Does it have to be so loud?",Chandler,Neutral,11,15
"I can't hear a word you're saying, my ears are ringing so bad.",Joey,Neutral,11,16
"I'm just glad I brought that extra pair of socks, y'know? I used them as mittens, I didn't want to touch a thing in that last place.",Ross,Sad,11,17
How sad are we?,Ross,Neutral,11,19
"Yeah, I know.",Joey,Joyful,11,20
